ugc,type,name,state
FLZ127,public,Coastal Wakulla,FL
FLZ128,public,Coastal Taylor,FL
FLZ132,public,Eastern Clay,FL
FLZ133,public,Coastal St. Johns,FL
FLZ134,public,Coastal Dixie,FL
FLZ136,public,Eastern Alachua,FL
FLZ137,public,Eastern Putnam,FL
FLZ138,public,Coastal Flagler,FL
FLZ139,public,Coastal Levy,FL
FLZ140,public,Eastern Marion,FL
FLZ141,public,Coastal Volusia,FL
FLZ142,public,Coastal Citrus,FL
FLZ144,public,Southern Lake County,FL
FLZ148,public,Coastal Hernando,FL
FLZ149,public,Coastal Pasco,FL
FLZ151,public,Coastal Hillsborough,FL
FLZ154,public,Coastal Indian River,FL
FLZ155,public,Coastal Manatee,FL
FLZ159,public,Coastal St. Lucie,FL
FLZ160,public,Coastal Sarasota,FL
FLZ162,public,Coastal Charlotte,FL
FLZ164,public,Coastal Martin,FL
FLZ165,public,Coastal Lee,FL
FLZ168,public,Coastal Palm Beach County,FL
FLZ172,public,Coastal Broward County,FL
FLZ173,public,Coastal Miami Dade County,FL
FLZ174,public,Far South Miami-Dade County,FL
FLZ201,public,Escambia Inland,FL
FLZ202,public,Escambia Coastal,FL
FLZ203,public,Santa Rosa Inland,FL
FLZ204,public,Santa Rosa Coastal,FL
FLZ205,public,Okaloosa Inland,FL
FLZ206,public,Okaloosa Coastal,FL
FLZ222,public,Southern Columbia,FL
FLZ225,public,Trout River,FL
FLZ232,public,Western Clay,FL
FLZ236,public,Western Alachua,FL
FLZ237,public,Western Putnam,FL
FLZ239,public,Inland Levy,FL
FLZ240,public,Central Marion,FL
FLZ242,public,Inland Citrus,FL
FLZ247,public,Inland Northern Brevard,FL
FLZ248,public,Inland Hernando,FL
FLZ249,public,Inland Pasco,FL
FLZ251,public,Inland Hillsborough,FL
FLZ254,public,Inland Indian River,FL
FLZ255,public,Inland Manatee,FL
FLZ259,public,Inland St. Lucie,FL
FLZ260,public,Inland Sarasota,FL
FLZ262,public,Inland Charlotte,FL
FLZ264,public,Inland Martin,FL
FLZ265,public,Inland Lee,FL
FLZ325,public,South Central Duval,FL
FLZ340,public,Western Marion,FL
FLZ347,public,Mainland Northern Brevard,FL
FLZ425,public,Western Duval,FL
FLZ447,public,Northern Brevard Barrier Islands,FL
FLZ547,public,Inland Southern Brevard,FL
FLZ647,public,Mainland Southern Brevard,FL
FLZ747,public,Southern Brevard Barrier Islands,FL
FMZ001,public,Kosrae,FM
FMZ011,public,Pingelap,FM
FMZ012,public,Mwoakilloa,FM
FMZ013,public,Pohnpei,FM
FMZ014,public,Pakin,FM
FMZ015,public,Sapwuahfik,FM
FMZ016,public,Oroluk,FM
FMZ017,public,Nukuoro,FM
FMZ018,public,Kapingamarangi,FM
FMZ021,public,Lukunoch,FM
FMZ022,public,Losap,FM
FMZ023,public,Chuuk Lagoon,FM
FMZ024,public,Fananu,FM
FMZ025,public,Onoun,FM
FMZ026,public,Polowat,FM
FMZ031,public,Satawal,FM
FMZ032,public,Woleai,FM
FMZ033,public,Faraulep,FM
FMZ034,public,Eauripik,FM
FMZ035,public,Fais,FM
FMZ036,public,Ulithi,FM
FMZ037,public,Yap,FM
FMZ038,public,Ngulu,FM
GAZ001,public,Dade,GA
GAZ002,public,Walker,GA
GAZ003,public,Catoosa,GA
GAZ004,public,Whitfield,GA
GAZ005,public,Murray,GA
GAZ006,public,Fannin,GA
GAZ007,public,Gilmer,GA
GAZ008,public,Union,GA
GAZ009,public,Towns,GA
GAZ010,public,Rabun,GA
GAZ011,public,Chattooga,GA
GAZ012,public,Gordon,GA
GAZ013,public,Pickens,GA
GAZ014,public,Dawson,GA
GAZ015,public,Lumpkin,GA
GAZ016,public,White,GA
GAZ017,public,Habersham,GA
GAZ018,public,Stephens,GA
GAZ019,public,Floyd,GA
GAZ020,public,Bartow,GA
GAZ021,public,Cherokee,GA
GAZ022,public,Forsyth,GA
GAZ023,public,Hall,GA
GAZ024,public,Banks,GA
GAZ025,public,Jackson,GA
GAZ026,public,Franklin,GA
GAZ027,public,Madison,GA
GAZ028,public,Hart,GA
GAZ029,public,Elbert,GA
GAZ030,public,Polk,GA
GAZ031,public,Paulding,GA
GAZ032,public,Cobb,GA
GAZ033,public,North Fulton,GA
GAZ034,public,Gwinnett,GA
GAZ035,public,Barrow,GA
GAZ036,public,Clarke,GA
GAZ037,public,Oconee,GA
GAZ038,public,Oglethorpe,GA
GAZ039,public,Wilkes,GA
GAZ040,public,Lincoln,GA
GAZ041,public,Haralson,GA
GAZ042,public,Carroll,GA
GAZ043,public,Douglas,GA
GAZ044,public,South Fulton,GA
GAZ045,public,DeKalb,GA
GAZ046,public,Rockdale,GA
GAZ047,public,Walton,GA
GAZ048,public,Newton,GA
GAZ049,public,Morgan,GA
GAZ050,public,Greene,GA
GAZ051,public,Taliaferro,GA
GAZ052,public,Heard,GA
GAZ053,public,Coweta,GA
GAZ054,public,Fayette,GA
GAZ055,public,Clayton,GA
GAZ056,public,Spalding,GA
GAZ057,public,Henry,GA
GAZ058,public,Butts,GA
GAZ059,public,Jasper,GA
GAZ060,public,Putnam,GA
GAZ061,public,Hancock,GA
GAZ062,public,Warren,GA
GAZ063,public,McDuffie,GA
GAZ064,public,Columbia,GA
GAZ065,public,Richmond,GA
GAZ066,public,Troup,GA
GAZ067,public,Meriwether,GA
GAZ068,public,Pike,GA
GAZ069,public,Upson,GA
GAZ070,public,Lamar,GA
GAZ071,public,Monroe,GA
GAZ072,public,Jones,GA
GAZ073,public,Baldwin,GA
GAZ074,public,Washington,GA
GAZ075,public,Glascock,GA
GAZ076,public,Jefferson,GA
GAZ077,public,Burke,GA
GAZ078,public,Harris,GA
GAZ079,public,Talbot,GA
GAZ080,public,Taylor,GA
GAZ081,public,Crawford,GA
GAZ082,public,Bibb,GA
GAZ083,public,Twiggs,GA
GAZ084,public,Wilkinson,GA
GAZ085,public,Johnson,GA
GAZ086,public,Emanuel,GA
GAZ087,public,Jenkins,GA
GAZ088,public,Screven,GA
GAZ089,public,Muscogee,GA
GAZ090,public,Chattahoochee,GA
GAZ091,public,Marion,GA
GAZ092,public,Schley,GA
GAZ093,public,Macon,GA
GAZ094,public,Peach,GA
GAZ095,public,Houston,GA
GAZ096,public,Bleckley,GA
GAZ097,public,Laurens,GA
GAZ098,public,Treutlen,GA
GAZ099,public,Candler,GA
GAZ100,public,Bulloch,GA
GAZ101,public,Effingham,GA
GAZ102,public,Stewart,GA
GAZ103,public,Webster,GA
GAZ104,public,Sumter,GA
GAZ105,public,Dooly,GA
GAZ106,public,Crisp,GA
GAZ107,public,Pulaski,GA
GAZ108,public,Wilcox,GA
GAZ109,public,Dodge,GA
GAZ110,public,Telfair,GA
GAZ111,public,Wheeler,GA
GAZ112,public,Montgomery,GA
GAZ113,public,Toombs,GA
GAZ114,public,Tattnall,GA
GAZ115,public,Evans,GA
GAZ116,public,Inland Bryan,GA
GAZ117,public,Coastal Bryan,GA
GAZ118,public,Inland Chatham,GA
GAZ119,public,Coastal Chatham,GA
GAZ120,public,Quitman,GA
GAZ121,public,Clay,GA
GAZ122,public,Randolph,GA
GAZ123,public,Calhoun,GA
GAZ124,public,Terrell,GA
GAZ125,public,Dougherty,GA
GAZ126,public,Lee,GA
GAZ127,public,Worth,GA
GAZ128,public,Turner,GA
GAZ129,public,Tift,GA
GAZ130,public,Ben Hill,GA
GAZ131,public,Irwin,GA
GAZ132,public,Coffee,GA
GAZ133,public,Jeff Davis,GA
GAZ134,public,Bacon,GA
GAZ135,public,Appling,GA
GAZ136,public,Wayne,GA
GAZ137,public,Long,GA
GAZ138,public,Inland Liberty,GA
GAZ139,public,Coastal Liberty,GA
GAZ140,public,Inland McIntosh,GA
GAZ141,public,Coastal McIntosh,GA
GAZ142,public,Early,GA
GAZ143,public,Miller,GA
GAZ144,public,Baker,GA
GAZ145,public,Mitchell,GA
GAZ146,public,Colquitt,GA
GAZ147,public,Cook,GA
GAZ148,public,Berrien,GA
GAZ149,public,Atkinson,GA
GAZ151,public,Pierce,GA
GAZ152,public,Brantley,GA
GAZ153,public,Inland Glynn,GA
GAZ154,public,Coastal Glynn,GA
GAZ155,public,Seminole,GA
GAZ156,public,Decatur,GA
GAZ157,public,Grady,GA
GAZ158,public,Thomas,GA
GAZ159,public,Brooks,GA
GAZ160,public,Lowndes,GA
GAZ161,public,Lanier,GA
GAZ162,public,Echols,GA
GAZ163,public,Clinch,GA
GAZ165,public,Inland Camden,GA
GAZ166,public,Coastal Camden,GA
GAZ250,public,Northern Ware,GA
GAZ264,public,Northeastern Charlton,GA
GAZ350,public,Southern Ware,GA
GAZ364,public,Western Charlton,GA
GUZ001,public,Guam,GU
HIZ001,public,Niihau,HI
HIZ003,public,Kauai Southwest,HI
HIZ004,public,Kauai Mountains,HI
HIZ006,public,Waianae Coast,HI
HIZ007,public,Oahu North Shore,HI
HIZ009,public,Olomana,HI
HIZ010,public,Central Oahu,HI
HIZ011,public,Waianae Mountains,HI
HIZ015,public,Lanai Mauka,HI
HIZ016,public,Kahoolawe,HI
HIZ017,public,Maui Windward West,HI
HIZ018,public,Maui Leeward West,HI
HIZ022,public,Haleakala Summit,HI
HIZ023,public,Kona,HI
HIZ026,public,Kohala,HI
HIZ027,public,Big Island Interior,HI
HIZ028,public,Big Island Summit,HI
HIZ029,public,Kauai North,HI
HIZ030,public,Kauai East,HI
HIZ031,public,Kauai South,HI
HIZ032,public,East Honolulu,HI
HIZ033,public,Honolulu Metro,HI
HIZ034,public,Ewa Plain,HI
HIZ035,public,Koolau Windward,HI
HIZ036,public,Koolau Leeward,HI
HIZ037,public,Molokai Windward,HI
HIZ038,public,Molokai Southeast,HI
HIZ039,public,Molokai North,HI
HIZ040,public,Molokai West,HI
HIZ041,public,Molokai Leeward South,HI
HIZ042,public,Lanai Windward,HI
HIZ043,public,Lanai Leeward,HI
HIZ044,public,Lanai South,HI
HIZ045,public,Maui Central Valley North,HI
HIZ046,public,Maui Central Valley South,HI
HIZ047,public,Windward Haleakala,HI
HIZ048,public,Kipahulu,HI
HIZ049,public,South Maui/Upcountry,HI
HIZ050,public,South Haleakala,HI
HIZ051,public,Big Island South,HI
HIZ052,public,Big Island Southeast,HI
HIZ053,public,Big Island East,HI
HIZ054,public,Big Island North,HI
IAZ001,public,Lyon,IA
IAZ002,public,Osceola,IA
IAZ003,public,Dickinson,IA
IAZ004,public,Emmet,IA
IAZ005,public,Kossuth,IA
IAZ006,public,Winnebago,IA
IAZ007,public,Worth,IA
IAZ008,public,Mitchell,IA
IAZ009,public,Howard,IA
IAZ010,public,Winneshiek,IA
IAZ011,public,Allamakee,IA
IAZ012,public,Sioux,IA
IAZ013,public,O'Brien,IA
IAZ014,public,Clay,IA
IAZ015,public,Palo Alto,IA
IAZ016,public,Hancock,IA
IAZ017,public,Cerro Gordo,IA
IAZ018,public,Floyd,IA
IAZ019,public,Chickasaw,IA
IAZ020,public,Plymouth,IA
IAZ021,public,Cherokee,IA
IAZ022,public,Buena Vista,IA
IAZ023,public,Pocahontas,IA
IAZ024,public,Humboldt,IA
IAZ025,public,Wright,IA
IAZ026,public,Franklin,IA
IAZ027,public,Butler,IA
IAZ028,public,Bremer,IA
IAZ029,public,Fayette,IA
IAZ030,public,Clayton,IA
IAZ031,public,Woodbury,IA
IAZ032,public,Ida,IA
IAZ033,public,Sac,IA
IAZ034,public,Calhoun,IA
IAZ035,public,Webster,IA
IAZ036,public,Hamilton,IA
IAZ037,public,Hardin,IA
IAZ038,public,Grundy,IA
IAZ039,public,Black Hawk,IA
IAZ040,public,Buchanan,IA
IAZ041,public,Delaware,IA
IAZ042,public,Dubuque,IA
IAZ043,public,Monona,IA
IAZ044,public,Crawford,IA
IAZ045,public,Carroll,IA
IAZ046,public,Greene,IA
IAZ047,public,Boone,IA
IAZ048,public,Story,IA
IAZ049,public,Marshall,IA
IAZ050,public,Tama,IA
IAZ051,public,Benton,IA
IAZ052,public,Linn,IA
IAZ053,public,Jones,IA
IAZ054,public,Jackson,IA
IAZ055,public,Harrison,IA
IAZ056,public,Shelby,IA
IAZ057,public,Audubon,IA
IAZ058,public,Guthrie,IA
IAZ059,public,Dallas,IA
IAZ060,public,Polk,IA
IAZ061,public,Jasper,IA
IAZ062,public,Poweshiek,IA
IAZ063,public,Iowa,IA
IAZ064,public,Johnson,IA
IAZ065,public,Cedar,IA
IAZ066,public,Clinton,IA
IAZ067,public,Muscatine,IA
IAZ068,public,Scott,IA
IAZ069,public,Pottawattamie,IA
IAZ070,public,Cass,IA
IAZ071,public,Adair,IA
IAZ072,public,Madison,IA
IAZ073,public,Warren,IA
IAZ074,public,Marion,IA
IAZ075,public,Mahaska,IA
IAZ076,public,Keokuk,IA
IAZ077,public,Washington,IA
IAZ078,public,Louisa,IA
IAZ079,public,Mills,IA
IAZ080,public,Montgomery,IA
IAZ081,public,Adams,IA
IAZ082,public,Union,IA
IAZ083,public,Clarke,IA
IAZ084,public,Lucas,IA
IAZ085,public,Monroe,IA
IAZ086,public,Wapello,IA
IAZ087,public,Jefferson,IA
IAZ088,public,Henry,IA
IAZ089,public,Des Moines,IA
IAZ090,public,Fremont,IA
IAZ091,public,Page,IA
IAZ092,public,Taylor,IA
IAZ093,public,Ringgold,IA
IAZ094,public,Decatur,IA
IAZ095,public,Wayne,IA
IAZ096,public,Appanoose,IA
IAZ097,public,Davis,IA
IAZ098,public,Van Buren,IA
IAZ099,public,Lee,IA
IDZ001,public,Northern Panhandle,ID
IDZ002,public,Coeur d'Alene Area,ID
IDZ003,public,Idaho Palouse,ID
IDZ004,public,Central Panhandle Mountains,ID
IDZ005,public,Northern Clearwater Mountains,ID
IDZ006,public,Southern Clearwater Mountains,ID
IDZ007,public,Orofino/Grangeville Region,ID
IDZ008,public,Lower Hells Canyon/Salmon River Region,ID
IDZ009,public,Western Lemhi County,ID
IDZ010,public,Eastern Lemhi County,ID
IDZ011,public,West Central Mountains,ID
IDZ012,public,Lower Treasure Valley,ID
IDZ013,public,Boise Mountains,ID
IDZ014,public,Upper Treasure Valley,ID
IDZ015,public,Southwest Highlands,ID
IDZ016,public,Western Magic Valley,ID
IDZ026,public,Lewiston Area,ID
IDZ027,public,Lewis and Southern Nez Perce Counties,ID
IDZ028,public,Camas Prairie,ID
IDZ029,public,Owyhee Mountains,ID
IDZ030,public,Southern Twin  Falls County,ID
IDZ033,public,Upper Weiser River,ID
IDZ051,public,Shoshone/Lava Beds,ID
IDZ052,public,Arco/Mud Lake Desert,ID
IDZ053,public,Upper Snake River Plain,ID
IDZ054,public,Lower Snake River Plain,ID
IDZ055,public,Eastern Magic Valley,ID
IDZ056,public,Southern Hills/Albion Mountains,ID
IDZ057,public,Raft River Region,ID
IDZ058,public,Marsh and Arbon Highlands,ID
IDZ059,public,Franklin/Eastern Oneida Region,ID
IDZ060,public,Bear River Range,ID
IDZ061,public,Bear Lake Valley,ID
IDZ062,public,Blackfoot Mountains,ID
IDZ063,public,Caribou Range,ID
IDZ064,public,Big Hole Mountains,ID
IDZ065,public,Teton Valley,ID
IDZ066,public,Centennial Mountains/Island Park,ID
IDZ067,public,Beaverhead/Lemhi Highlands,ID
IDZ068,public,Lost River Valleys,ID
IDZ069,public,Lost River Range,ID
IDZ070,public,Challis/Pahsimeroi Valleys,ID
IDZ071,public,Frank Church Wilderness,ID
IDZ072,public,Sawtooth/Stanley Basin,ID
IDZ073,public,Sun Valley Region,ID
IDZ074,public,Big Lost Highlands/Copper Basin,ID
IDZ075,public,Wood River Foothills,ID
ILZ001,public,Jo Daviess,IL
ILZ002,public,Stephenson,IL
ILZ003,public,Winnebago,IL
ILZ004,public,Boone,IL
ILZ005,public,McHenry,IL
ILZ006,public,Lake,IL
ILZ007,public,Carroll,IL
ILZ008,public,Ogle,IL
ILZ009,public,Whiteside,IL
ILZ010,public,Lee,IL
ILZ011,public,De Kalb,IL
ILZ012,public,Kane,IL
ILZ013,public,DuPage,IL
ILZ015,public,Rock Island,IL
ILZ016,public,Henry,IL
ILZ017,public,Bureau,IL
ILZ018,public,Putnam,IL
ILZ019,public,La Salle,IL
ILZ020,public,Kendall,IL
ILZ021,public,Grundy,IL
ILZ023,public,Kankakee,IL
ILZ024,public,Mercer,IL
ILZ025,public,Henderson,IL
ILZ026,public,Warren,IL
ILZ027,public,Knox,IL
ILZ028,public,Stark,IL
ILZ029,public,Peoria,IL
ILZ030,public,Marshall,IL
ILZ031,public,Woodford,IL
ILZ032,public,Livingston,IL
ILZ033,public,Iroquois,IL
ILZ034,public,Hancock,IL
ILZ035,public,McDonough,IL
ILZ036,public,Fulton,IL
ILZ037,public,Tazewell,IL
ILZ038,public,McLean,IL
ILZ039,public,Ford,IL
ILZ040,public,Schuyler,IL
ILZ041,public,Mason,IL
ILZ042,public,Logan,IL
ILZ043,public,De Witt,IL
ILZ044,public,Piatt,IL
ILZ045,public,Champaign,IL
ILZ046,public,Vermilion,IL
ILZ047,public,Cass,IL
ILZ048,public,Menard,IL
ILZ049,public,Scott,IL
ILZ050,public,Morgan,IL
ILZ051,public,Sangamon,IL
ILZ052,public,Christian,IL
ILZ053,public,Macon,IL
ILZ054,public,Moultrie,IL
ILZ055,public,Douglas,IL
ILZ056,public,Coles,IL
ILZ057,public,Edgar,IL
ILZ058,public,Greene,IL
ILZ059,public,Macoupin,IL
ILZ060,public,Montgomery,IL
ILZ061,public,Shelby,IL
ILZ062,public,Cumberland,IL
ILZ063,public,Clark,IL
ILZ064,public,Bond,IL
ILZ065,public,Fayette,IL
ILZ066,public,Effingham,IL
ILZ067,public,Jasper,IL
ILZ068,public,Crawford,IL
ILZ069,public,Clinton,IL
ILZ070,public,Marion,IL
ILZ071,public,Clay,IL
ILZ072,public,Richland,IL
ILZ073,public,Lawrence,IL
ILZ074,public,Washington,IL
ILZ075,public,Jefferson,IL
ILZ076,public,Wayne,IL
ILZ077,public,Edwards,IL
ILZ078,public,Wabash,IL
ILZ079,public,Randolph,IL
ILZ080,public,Perry,IL
ILZ081,public,Franklin,IL
ILZ082,public,Hamilton,IL
ILZ083,public,White,IL
ILZ084,public,Jackson,IL
ILZ085,public,Williamson,IL
ILZ086,public,Saline,IL
ILZ087,public,Gallatin,IL
ILZ088,public,Union,IL
ILZ089,public,Johnson,IL
ILZ090,public,Pope,IL
ILZ091,public,Hardin,IL
ILZ092,public,Alexander,IL
ILZ093,public,Pulaski,IL
ILZ094,public,Massac,IL
ILZ095,public,Adams,IL
ILZ096,public,Brown,IL
ILZ097,public,Pike,IL
ILZ098,public,Calhoun,IL
ILZ099,public,Jersey,IL
ILZ100,public,Madison,IL
ILZ101,public,St. Clair,IL
ILZ102,public,Monroe,IL
ILZ103,public,Northern Cook,IL
ILZ104,public,Central Cook,IL
ILZ105,public,Southern Cook,IL
ILZ106,public,Northern Will,IL
ILZ107,public,Southern Will,IL
ILZ108,public,Eastern Will,IL
INZ001,public,Lake,IN
INZ002,public,Porter,IN
INZ005,public,Elkhart,IN
INZ006,public,Lagrange,IN
INZ007,public,Steuben,IN
INZ008,public,Noble,IN
INZ009,public,De Kalb,IN
INZ010,public,Newton,IN
INZ011,public,Jasper,IN
INZ012,public,Starke,IN
INZ013,public,Pulaski,IN
INZ014,public,Marshall,IN
INZ015,public,Fulton,IN
INZ017,public,Whitley,IN
INZ018,public,Allen,IN
INZ019,public,Benton,IN
INZ020,public,White,IN
INZ021,public,Carroll,IN
INZ022,public,Cass,IN
INZ023,public,Miami,IN
INZ024,public,Wabash,IN
INZ025,public,Huntington,IN
INZ026,public,Wells,IN
INZ027,public,Adams,IN
INZ028,public,Warren,IN
INZ029,public,Tippecanoe,IN
INZ030,public,Clinton,IN
INZ031,public,Howard,IN
INZ032,public,Grant,IN
INZ033,public,Blackford,IN
INZ034,public,Jay,IN
INZ035,public,Fountain,IN
INZ036,public,Montgomery,IN
INZ037,public,Boone,IN
INZ038,public,Tipton,IN
INZ039,public,Hamilton,IN
INZ040,public,Madison,IN
INZ041,public,Delaware,IN
INZ042,public,Randolph,IN
INZ043,public,Vermillion,IN
INZ044,public,Parke,IN
INZ045,public,Putnam,IN
INZ046,public,Hendricks,IN
INZ047,public,Marion,IN
INZ048,public,Hancock,IN
INZ049,public,Henry,IN
INZ050,public,Wayne,IN
INZ051,public,Vigo,IN
INZ052,public,Clay,IN
INZ053,public,Owen,IN
INZ054,public,Morgan,IN
INZ055,public,Johnson,IN
INZ056,public,Shelby,IN
INZ057,public,Rush,IN
INZ058,public,Fayette,IN
INZ059,public,Union,IN
INZ060,public,Sullivan,IN
INZ061,public,Greene,IN
INZ062,public,Monroe,IN
INZ063,public,Brown,IN
INZ064,public,Bartholomew,IN
INZ065,public,Decatur,IN
INZ066,public,Franklin,IN
INZ067,public,Knox,IN
INZ068,public,Daviess,IN
INZ069,public,Martin,IN
INZ070,public,Lawrence,IN
INZ071,public,Jackson,IN
INZ072,public,Jennings,IN
INZ073,public,Ripley,IN
INZ074,public,Dearborn,IN
INZ075,public,Ohio,IN
INZ076,public,Orange,IN
INZ077,public,Washington,IN
INZ078,public,Scott,IN
INZ079,public,Jefferson,IN
INZ080,public,Switzerland,IN
INZ081,public,Gibson,IN
INZ082,public,Pike,IN
INZ083,public,Dubois,IN
INZ084,public,Crawford,IN
INZ085,public,Posey,IN
INZ086,public,Vanderburgh,IN
INZ087,public,Warrick,IN
INZ088,public,Spencer,IN
INZ089,public,Perry,IN
INZ090,public,Harrison,IN
INZ091,public,Floyd,IN
INZ092,public,Clark,IN
INZ103,public,Northern La Porte,IN
INZ104,public,Eastern St. Joseph,IN
INZ116,public,Northern Kosciusko,IN
INZ203,public,Southern La Porte,IN
INZ204,public,Western St. Joseph,IN
INZ216,public,Southern Kosciusko,IN
KSZ001,public,Cheyenne,KS
KSZ002,public,Rawlins,KS
KSZ003,public,Decatur,KS
KSZ004,public,Norton,KS
KSZ005,public,Phillips,KS
KSZ006,public,Smith,KS
KSZ007,public,Jewell,KS
KSZ008,public,Republic,KS
KSZ009,public,Washington,KS
KSZ010,public,Marshall,KS
KSZ011,public,Nemaha,KS
KSZ012,public,Brown,KS
KSZ013,public,Sherman,KS
KSZ014,public,Thomas,KS
KSZ015,public,Sheridan,KS
KSZ016,public,Graham,KS
KSZ017,public,Rooks,KS
KSZ018,public,Osborne,KS
KSZ019,public,Mitchell,KS
KSZ020,public,Cloud,KS
KSZ021,public,Clay,KS
KSZ022,public,Riley,KS
KSZ023,public,Pottawatomie,KS
KSZ024,public,Jackson,KS
KSZ025,public,Atchison,KS
KSZ026,public,Jefferson,KS
KSZ027,public,Wallace,KS
KSZ028,public,Logan,KS
KSZ029,public,Gove,KS
KSZ030,public,Trego,KS
KSZ031,public,Ellis,KS
KSZ032,public,Russell,KS
KSZ033,public,Lincoln,KS
KSZ034,public,Ottawa,KS
KSZ035,public,Dickinson,KS
KSZ036,public,Geary,KS
KSZ037,public,Morris,KS
KSZ038,public,Wabaunsee,KS
KSZ039,public,Shawnee,KS
KSZ040,public,Douglas,KS
KSZ041,public,Greeley,KS
KSZ042,public,Wichita,KS
KSZ043,public,Scott,KS
KSZ044,public,Lane,KS
KSZ045,public,Ness,KS
KSZ046,public,Rush,KS
KSZ047,public,Barton,KS
KSZ048,public,Ellsworth,KS
KSZ049,public,Saline,KS
KSZ050,public,Rice,KS
KSZ051,public,McPherson,KS
KSZ052,public,Marion,KS
KSZ053,public,Chase,KS
KSZ054,public,Lyon,KS
KSZ055,public,Osage,KS
KSZ056,public,Franklin,KS
KSZ057,public,Miami,KS
KSZ058,public,Coffey,KS
KSZ059,public,Anderson,KS
KSZ060,public,Linn,KS
KSZ061,public,Hamilton,KS
KSZ062,public,Kearny,KS
KSZ063,public,Finney,KS
KSZ064,public,Hodgeman,KS
KSZ065,public,Pawnee,KS
KSZ066,public,Stafford,KS
KSZ067,public,Reno,KS
KSZ068,public,Harvey,KS
KSZ069,public,Butler,KS
KSZ070,public,Greenwood,KS
KSZ071,public,Woodson,KS
KSZ072,public,Allen,KS
KSZ073,public,Bourbon,KS
KSZ074,public,Stanton,KS
KSZ075,public,Grant,KS
KSZ076,public,Haskell,KS
KSZ077,public,Gray,KS
KSZ078,public,Ford,KS
